,step,epoch,loss,probability
0,4,0,0.6185522079467773,0.47834265
1,8,0,0.590541422367096,0.5113138
2,12,0,0.5613657832145691,0.41747022
3,16,0,1.3105354309082031,0.16181843
4,20,0,0.3611373007297516,0.28762624
5,24,0,0.8742230534553528,0.27941015
6,28,0,0.5052934885025024,0.44054344
7,32,0,0.4894905090332031,0.5647169
8,36,0,0.7487470507621765,0.6374153
9,40,0,0.7421212196350098,0.7276435
10,44,0,0.761677086353302,0.6708539
11,48,0,0.4651927947998047,0.31369004
12,52,0,0.4134448766708374,0.1616316
13,56,0,0.626621663570404,0.20870356
14,60,0,0.09079086780548096,0.086508274
15,64,0,0.5789241790771484,0.396768
16,68,0,0.7615496516227722,0.3337276
17,72,0,0.3210783004760742,0.74484104
18,76,0,0.6354876160621643,0.68128586
19,80,0,0.46660032868385315,0.73313683
20,84,0,0.0468587726354599,0.04487072
21,88,0,0.11802370101213455,0.24326658
22,92,0,0.08242543786764145,0.38215742
23,96,0,0.15096025168895721,0.2383468
24,100,0,0.2881123721599579,0.15778147
25,104,0,0.029235070571303368,0.028064432
26,108,0,0.22839270532131195,0.40160707
27,112,0,0.016865363344550133,0.34495774
28,116,0,0.9738881587982178,0.39143273
29,120,0,0.15937690436840057,0.21113034
30,124,0,0.4554732143878937,0.42745337
31,128,0,0.09840814024209976,0.25334147
32,132,0,0.12710954248905182,0.2296703
33,136,0,0.03789963200688362,0.036946278
34,140,0,1.1069958209991455,0.34056497
35,144,0,0.6432343125343323,0.3835974
36,148,0,1.1054377555847168,0.31671908
37,152,0,0.24351800978183746,0.66914576
38,156,0,0.34261903166770935,0.27807742
39,160,0,0.5247039198875427,0.36228105
40,164,0,0.009387674741446972,0.009315728
41,168,0,0.010596942156553268,0.3402677
42,172,0,0.03985901176929474,0.65577596
43,176,0,0.27930766344070435,0.47313964
44,180,0,0.055060744285583496,0.35955298
45,184,0,0.09136710315942764,0.25606492
46,188,0,0.018315253779292107,0.018012622
47,192,0,0.21529793739318848,0.47660884
48,196,0,0.3676067292690277,0.21333437
49,200,0,0.3465345799922943,0.27270874
50,204,0,0.48868927359580994,0.3237474
51,208,0,0.007416045758873224,0.0073593683
52,212,0,0.6319025158882141,0.050791133
53,216,0,0.384174108505249,0.39528647
54,220,0,0.005743384826928377,0.0057168864
55,224,0,0.0008277422748506069,0.0008268671
56,228,0,0.005488671828061342,0.32949
57,232,0,0.05442723259329796,0.28890765
58,236,0,0.0425812192261219,0.31470692
59,240,0,0.2108861804008484,0.18123747
60,244,0,0.01416222658008337,0.013937049
61,248,0,0.06417404860258102,0.060606703
62,252,0,0.9652325510978699,0.7929244
63,256,0,0.03468353673815727,0.63621515
64,260,0,0.1741030067205429,0.20262875
65,264,0,0.2828300893306732,0.73047304
66,268,0,0.19781821966171265,0.51165134
67,272,0,0.2967557907104492,0.13815574
68,276,0,0.00395674305036664,0.66450524
69,280,0,0.43269550800323486,0.5488247
70,284,0,0.6033650040626526,0.6144188
71,288,0,0.009689413011074066,0.34172308
72,292,0,0.010958206839859486,0.33777562
73,296,0,1.0012165307998657,0.33931997
74,300,0,0.12102799862623215,0.10850657
75,304,0,0.03665117546916008,0.035406258
76,308,0,0.22297680377960205,0.21630646
77,312,0,0.07642702013254166,0.072552405
78,316,0,0.0021236271131783724,0.0021202615
79,320,0,0.1734732836484909,0.5177415
80,324,0,0.6997972130775452,0.24025245
81,328,0,0.05153975263237953,0.36076108
82,332,0,0.008045804686844349,0.008009426
83,336,0,0.006730349734425545,0.33968487
84,340,0,0.04539104178547859,0.043575477
85,344,0,0.04395073652267456,0.041433256
86,348,0,0.004948511254042387,0.004928274
87,352,0,0.032645806670188904,0.031294253
88,356,0,0.14343439042568207,0.5509021
89,360,0,0.0019103094236925244,0.0019065947
90,364,0,0.0992034450173378,0.3077366
91,368,0,0.032249584794044495,0.6954682
92,372,0,0.022508421912789345,0.022104664
93,376,0,0.01003036554902792,0.657221
94,380,0,0.5130508542060852,0.5028062
95,384,0,0.05353356525301933,0.38231373
96,388,0,1.2680035829544067,0.009305181
97,392,0,0.6334159970283508,0.2863699
98,396,0,0.0025784920435398817,0.0025717828
99,400,0,0.03973240777850151,0.3502793
100,404,0,0.39303329586982727,0.7431013
101,408,0,0.798541784286499,0.32949498
102,412,0,0.6023311018943787,0.8613387
103,416,0,0.16524575650691986,0.14894323
104,420,0,0.6368598937988281,0.3087618
105,424,0,0.8033568859100342,0.2211787
106,428,0,0.6036137938499451,0.6121669
107,432,0,0.5525346398353577,0.79674965
108,436,0,0.8664612770080566,0.7578433
109,440,0,0.35077956318855286,0.29276988
110,444,0,0.5167005658149719,0.13305901
111,448,0,0.11414889246225357,0.10681939
112,452,0,0.05614326894283295,0.054412246
113,456,0,0.04781374707818031,0.046335507
114,460,0,0.7556706070899963,0.049040902
115,464,0,1.0695040225982666,0.0258341
116,468,0,2.5902531147003174,0.07602576
117,472,0,0.4709266722202301,0.37494695
118,476,0,0.6159809827804565,0.58335626
119,480,0,0.8783023953437805,0.5841637
120,484,0,0.7484297752380371,0.58778864
121,488,0,0.6995200514793396,0.54579663
122,492,0,0.6410184502601624,0.5269394
123,496,0,0.6464557647705078,0.49936637
124,500,0,0.7164015769958496,0.462759
125,504,0,0.6732280850410461,0.47733593
126,508,0,0.6431446075439453,0.4933205
127,512,0,0.6858453750610352,0.49603665
128,516,0,0.6305109858512878,0.46924317
129,520,0,0.5778594613075256,0.438893
130,524,0,0.5728110671043396,0.38560525
131,528,0,0.8796436190605164,0.3071325
132,532,0,0.5727418661117554,0.3102009
133,536,0,0.8167698979377747,0.3174282
134,540,0,0.6331099271774292,0.2921061
135,544,0,0.8506795763969421,0.34696326
136,548,0,0.6398395895957947,0.3890774
137,552,0,0.6771814227104187,0.4370538
138,556,0,0.6365284323692322,0.44747508
139,560,0,0.6590708494186401,0.46842173
140,564,0,0.6476346254348755,0.54882413
141,568,0,0.6479401588439941,0.532674
142,572,0,0.6814582347869873,0.49383545
143,576,0,0.6979368329048157,0.4564725
144,580,0,0.682887077331543,0.44584894
145,584,0,0.6468444466590881,0.4015062
146,588,0,0.49252232909202576,0.38891295
147,592,0,0.5870282053947449,0.3710467
148,596,0,0.344795823097229,0.29161274
149,600,0,0.6385330557823181,0.24935126
150,604,0,0.20959319174289703,0.18902296
151,608,0,0.159120574593544,0.14707631
152,612,0,0.7528483271598816,0.11357808
153,616,0,1.4255952835083008,0.114843465
154,620,0,1.3334091901779175,0.14585565
155,624,0,0.7321615815162659,0.13343896
156,628,0,0.6347097754478455,0.18251006
157,632,0,0.6480079293251038,0.24151713
158,636,0,0.36826106905937195,0.30802253
159,640,0,0.6054635047912598,0.45137644
160,644,0,0.6042835712432861,0.48199096
161,648,0,0.554530680179596,0.5648115
162,652,0,0.7896435856819153,0.6011553
163,656,0,0.6104640364646912,0.5982072
164,660,0,0.6734619140625,0.5668667
165,664,0,0.7354140281677246,0.51975876
166,668,0,0.6424898505210876,0.433115
167,672,0,0.5597748160362244,0.3367635
168,676,0,0.5091288685798645,0.3964016
169,680,0,0.6167300343513489,0.2846477
170,684,0,0.4767177104949951,0.23589666
171,688,0,0.17169195413589478,0.15770908
172,692,0,0.18778561055660248,0.17114432
173,696,0,0.1272950917482376,0.11940258
174,700,0,1.5046635866165161,0.1128576
175,704,0,2.17621111869812,0.11528861
176,708,0,0.6712014079093933,0.13034321
177,712,0,0.8966531753540039,0.24573278
178,716,0,0.35398319363594055,0.29786417
179,720,0,0.4111824333667755,0.3334669
180,724,0,0.6156527996063232,0.5098924
181,728,0,0.4668640196323395,0.4449345
182,732,0,0.4855271279811859,0.6061302
183,736,0,0.7018792033195496,0.5222965
184,740,0,0.5154871344566345,0.6279784
