,step,epoch,loss,probability
0,4,0,1.2844034433364868,0.71912175
1,8,0,0.7090108394622803,0.18762611
2,12,0,0.4083893299102783,0.33523855
3,16,0,0.0031038776505738497,0.0030990818
4,20,0,0.0005099267582409084,0.00050977315
5,24,0,0.00022138688655104488,0.00022136205
6,28,0,0.000176652567461133,0.00017664106
7,32,0,0.00018741918029263616,0.00018741137
8,36,0,0.00021876483515370637,0.0002187724
9,40,0,0.0002454615314491093,0.00024541674
10,44,0,0.00025996167096309364,0.00025992317
11,48,0,0.000265284936176613,0.0002652072
12,52,0,2.7529916763305664,0.00025921964
13,56,0,0.32316502928733826,0.27614558
14,60,0,0.638742983341217,0.36087057
15,64,0,0.36367067694664,0.3048798
16,68,0,0.012047030963003635,0.011974753
17,72,0,0.0006513460539281368,0.0006511149
18,76,0,6.564243085449561e-05,6.565073e-05
19,80,0,3.8170297145843506,1.0639115e-05
20,84,0,3.3090078830718994,4.8835394e-05
21,88,0,0.0010546445846557617,0.0010540759
22,92,0,0.008427533321082592,0.008392141
23,96,0,0.03601653501391411,0.035375673
24,100,0,0.09597917646169662,0.09151704
25,104,0,0.7332331538200378,0.1553936
26,108,0,0.33976349234580994,0.28806126
27,112,0,0.3967492878437042,0.3274974
28,116,0,0.6500608325004578,0.25931343
29,120,0,0.256458044052124,0.22621255
30,124,0,0.17081262171268463,0.15702046
31,128,0,0.0985962375998497,0.09389151
32,132,0,0.0541229210793972,0.05268434
33,136,0,0.029916146770119667,0.029473111
34,140,0,1.3698248863220215,0.016995491
35,144,0,0.015024985186755657,0.014912681
36,148,0,0.013177176006138325,0.013090744
37,152,0,0.011572728864848614,0.011506033
38,156,0,0.01019543781876564,0.010143603
39,160,0,1.5769485235214233,0.008980002
40,164,0,1.5035697221755981,0.011242099
41,168,0,1.337830901145935,0.018768268
42,172,0,0.039815668016672134,0.03903341
43,176,0,0.07282295823097229,0.070234604
44,180,0,0.11532441526651382,0.10892298
45,184,0,0.15701305866241455,0.1453071
46,188,0,0.18366891145706177,0.16778868
47,192,0,0.7150866389274597,0.1698273
48,196,0,0.21198999881744385,0.19102722
49,200,0,0.20759862661361694,0.1874669
50,204,0,0.17862844467163086,0.16358335
51,208,0,0.1387261301279068,0.12953363
52,212,0,0.10045254230499268,0.09557196
53,216,0,0.9452393054962158,0.06747734
54,220,0,0.9820722937583923,0.0593839
55,224,0,0.06643781810998917,0.06427888
56,228,0,0.06823095679283142,0.06595529
57,232,0,0.06668638437986374,0.064511485
58,236,0,0.0623813159763813,0.06047541
59,240,0,0.056307435035705566,0.05475149
60,244,0,0.049392569810152054,0.048192605
61,248,0,1.0889664888381958,0.04149648
62,252,0,0.045526713132858276,0.04450592
63,256,0,0.047016531229019165,0.04592839
64,260,0,0.04685645177960396,0.04577565
65,264,0,0.045248787850141525,0.044240315
66,268,0,0.04250426962971687,0.04161365
67,272,0,0.03901597484946251,0.03826462
68,276,0,0.035173557698726654,0.034562174
69,280,0,0.03125689551234245,0.030773439
70,284,0,0.027479903772473335,0.027105784
71,288,0,0.02400834672152996,0.023722447
72,292,0,0.020887060090899467,0.0206704
73,296,0,0.018148906528949738,0.01798522
74,300,0,1.3962825536727905,0.015652021
75,304,0,1.3621273040771484,0.017400509
76,308,0,1.2601771354675293,0.02394821
77,312,0,0.04005410894751549,0.03926254
78,316,0,0.06062106788158417,0.05882017
79,320,0,0.08398190885782242,0.08055212
80,324,0,0.10624326020479202,0.100794114
81,328,0,0.12290272116661072,0.11565033
82,332,0,0.13029326498508453,0.122162044
83,336,0,0.1274886280298233,0.119696565
84,340,0,0.11626189947128296,0.109758
85,344,0,0.10004361718893051,0.09520205
86,348,0,0.08230819553136826,0.07901192
87,352,0,0.06567209213972092,0.06356212
88,356,0,0.051376182585954666,0.05007874
89,360,0,0.03984041139483452,0.0390572
90,364,0,0.030844291672110558,0.030373463
91,368,0,0.02397979237139225,0.023694573
92,372,0,0.018792403861880302,0.018616943
93,376,0,0.014889811165630817,0.014779512
94,380,0,0.011944201774895191,0.011873193
95,384,0,0.009705696254968643,0.009658771
96,388,0,0.00799353327602148,0.007961676
97,392,0,0.006669285241514444,0.0066470667
98,396,0,0.0056379749439656734,0.005622084
99,400,0,1.7819610834121704,0.004814225
100,404,0,0.005316523835062981,0.0053023845
101,408,0,0.005775035824626684,0.005758419
102,412,0,1.6998114585876465,0.006176684
103,416,0,0.008285356685519218,0.008251107
104,420,0,0.010660997591912746,0.010604344
105,424,0,0.013250703923404217,0.013163277
106,428,0,0.0159387718886137,0.015812421
107,432,0,0.01859775185585022,0.018425861
108,436,0,0.021096164360642433,0.0208752
109,440,0,1.2724621295928955,0.023034101
110,444,0,0.03083018772304058,0.030359803
111,448,0,0.03880805894732475,0.03806467
112,452,0,0.04654305800795555,0.045476515
113,456,0,0.053298160433769226,0.05190271
114,460,0,0.05836354196071625,0.056693047
115,464,0,0.061305612325668335,0.059464242
