frcnn_box,frcnn_cls,mask,model,rpn_box,rpn_score,total,training,step,mode
0.5085445,0.21990123,0.6027403,1.4684186,0.08768381,0.049548488,2.2444057,2.2444057,1000,train
0.37692997,0.21283425,0.42932743,1.1130074,0.060220495,0.03369541,1.8506513,1.8506513,2000,train
0.30937192,0.1914075,0.38568965,0.966319,0.055187885,0.024661276,1.6472884,1.6472884,3000,train
0.25727546,0.17596988,0.34542346,0.8504693,0.05220859,0.019591842,1.4805174,1.4805174,4000,train
0.24022888,0.170297,0.33762652,0.81405956,0.048714694,0.017192008,1.3973489,1.3973489,5000,train
0.21667494,0.16220808,0.30770516,0.74671084,0.045408033,0.014714205,1.2866288,1.2866288,6000,train
0.20673999,0.15874799,0.2914725,0.7139434,0.04293387,0.014049236,1.2146331,1.2146331,7000,train
0.194499,0.15216568,0.2803992,0.68273735,0.04280474,0.01286871,1.1477847,1.1477847,8000,train
0.18829381,0.14758578,0.26909462,0.6576372,0.040566973,0.012095879,1.0902556,1.0902556,9000,train
0.18219328,0.14367315,0.25762,0.6356416,0.040703043,0.011452128,1.0389019,1.0389019,10000,train
0.17536643,0.14191635,0.24937779,0.6180866,0.040342882,0.011082831,0.99495894,0.99495894,11000,train
0.17306013,0.13876766,0.24793538,0.6104449,0.03977324,0.010908085,0.9639551,0.9639551,12000,train
0.1652909,0.13496138,0.23788108,0.58525544,0.0371766,0.009945169,0.91687226,0.91687226,13000,train
0.16277994,0.13314056,0.22680269,0.5698414,0.036911115,0.010206707,0.88184935,0.88184935,14000,train
0.16118143,0.13280492,0.23262653,0.57365924,0.037146125,0.009900388,0.8686961,0.8686961,15000,train
0.1402617,0.12270208,0.2001981,0.5039176,0.032080043,0.008675512,0.78937477,0.78937477,16000,train
0.1347811,0.11840646,0.19170523,0.4822128,0.029512504,0.0078073735,0.7650821,0.7650821,17000,train
0.13160035,0.117166735,0.18787144,0.47362924,0.029420238,0.007570751,0.75394434,0.75394434,18000,train
0.12958239,0.11651778,0.18547565,0.4689593,0.029783865,0.007599724,0.7467585,0.7467585,19000,train
0.1279235,0.11524098,0.18195313,0.46035865,0.028223217,0.007018078,0.73568696,0.73568696,20000,train
0.12515214,0.112626456,0.17748785,0.45006904,0.027609618,0.00719317,0.7235894,0.7235894,21000,train
0.124533,0.11047742,0.17354642,0.4432439,0.027655227,0.007032229,0.7156297,0.7156297,22000,train
0.123183005,0.1107248,0.17522196,0.4446969,0.02853669,0.007029996,0.7159544,0.7159544,23000,train
0.12445996,0.11171901,0.17202966,0.44191617,0.026582891,0.007124814,0.7120559,0.7120559,24000,train
0.12312691,0.110189565,0.17268556,0.44061476,0.027795095,0.006817774,0.7096401,0.7096401,25000,train
0.11964259,0.108420625,0.16822617,0.42910832,0.025933705,0.0068852697,0.6970268,0.6970268,26000,train
0.12147329,0.109676294,0.16556299,0.4298492,0.02637644,0.0067602615,0.69666904,0.69666904,27000,train
0.121449284,0.10996005,0.16398308,0.4303765,0.028189672,0.0067943847,0.6961038,0.6961038,28000,train
0.11933047,0.107778735,0.16145349,0.42216533,0.026987562,0.0066149114,0.68680555,0.68680555,29000,train
