box,cls,model,total,training,step,mode,validation
0.001898022,0.14534368,0.2402448,0.33371124,0.33371124,190000,train,
0.0066589685,0.31500086,0.6479492,0.7413273,,190000,eval,0.7413273
0.0018138097,0.14080015,0.2314904,0.32478103,0.32478103,191000,train,
0.0063001784,0.313523,0.6285319,0.72173464,,191000,eval,0.72173464
0.0018177623,0.14088112,0.23176917,0.32488477,0.32488477,192000,train,
0.0060919696,0.31468162,0.61928016,0.7123085,,192000,eval,0.7123085
0.001820191,0.14119786,0.23220728,0.32514903,0.32514903,193000,train,
0.006160784,0.30701295,0.6150521,0.7079057,,193000,eval,0.7079057
0.0019075136,0.14514995,0.24052535,0.33329305,0.33329305,194000,train,
0.006383308,0.31954962,0.638715,0.7313957,,194000,eval,0.7313957
0.0018816446,0.14432147,0.23840383,0.33099902,0.33099902,195000,train,
0.0063451338,0.30895096,0.62620765,0.71871686,,195000,eval,0.71871686
0.0017901146,0.13985913,0.2293649,0.3217888,0.3217888,196000,train,
0.006195016,0.31086153,0.6206124,0.71294975,,196000,eval,0.71294975
0.0018213692,0.140939,0.2320074,0.32426053,0.32426053,197000,train,
0.0059319073,0.29981598,0.5964114,0.6885783,,197000,eval,0.6885783
0.0018223665,0.14092816,0.2320462,0.32412875,0.32412875,198000,train,
0.006084678,0.30769435,0.6119282,0.7039259,,198000,eval,0.7039259
0.0018665469,0.14239028,0.23571739,0.32763028,0.32763028,199000,train,
0.006317991,0.31973356,0.63563305,0.72746086,,199000,eval,0.72746086
0.001822191,0.14087826,0.23198794,0.323732,0.323732,200000,train,
0.00634279,0.32129717,0.6384367,0.7300982,,200000,eval,0.7300982
0.001831624,0.14072144,0.23230249,0.3238809,0.3238809,201000,train,
0.0061705364,0.3075948,0.61612165,0.70761627,,201000,eval,0.70761627
0.0018109654,0.13882615,0.22937448,0.32078555,0.32078555,202000,train,
0.0065255286,0.32148564,0.64776206,0.73908865,,202000,eval,0.73908865
0.0018476975,0.14167632,0.23406118,0.3253043,0.3253043,203000,train,
0.006292975,0.3065519,0.6212007,0.712361,,203000,eval,0.712361
0.0017754871,0.13866216,0.22743624,0.3185142,0.3185142,204000,train,
0.006220896,0.30690384,0.61794865,0.7089443,,204000,eval,0.7089443
0.0018164675,0.13985081,0.23067406,0.32158726,0.32158726,205000,train,
0.006227186,0.3133157,0.62467504,0.71550554,,205000,eval,0.71550554
0.0018190081,0.14048715,0.23143758,0.3221866,0.3221866,206000,train,
0.0060669514,0.30691144,0.610259,0.70092666,,206000,eval,0.70092666
0.0017762311,0.1381178,0.22692929,0.31751525,0.31751525,207000,train,
0.0061719813,0.30276516,0.6113642,0.70186895,,207000,eval,0.70186895
0.0017554195,0.13575768,0.22352876,0.3139523,0.3139523,208000,train,
0.006384058,0.31728905,0.63649195,0.7268349,,208000,eval,0.7268349
0.0017497896,0.1359585,0.223448,0.31370804,0.31370804,209000,train,
0.0064338297,0.31274414,0.63443565,0.7246137,,209000,eval,0.7246137
0.0017302396,0.13539325,0.22190516,0.31200334,0.31200334,210000,train,
0.006566707,0.32990098,0.6582364,0.7482543,,210000,eval,0.7482543
0.0018232829,0.13959672,0.23076084,0.32069892,0.32069892,211000,train,
0.0062256064,0.30767876,0.6189591,0.70881784,,211000,eval,0.70881784
0.0017650187,0.13698603,0.22523701,0.31501624,0.31501624,212000,train,
0.0065842858,0.32310477,0.652319,0.74201745,,212000,eval,0.74201745
0.0017402967,0.13527918,0.2222941,0.31191272,0.31191272,213000,train,
0.0070030303,0.31089842,0.66104996,0.7505887,,213000,eval,0.7505887
0.001779287,0.13753283,0.22649705,0.31595725,0.31595725,214000,train,
0.0061011934,0.30749977,0.61255944,0.7019421,,214000,eval,0.7019421
0.0018558851,0.14082868,0.2336228,0.32292652,0.32292652,215000,train,
0.0063985134,0.31093106,0.63085675,0.7200821,,215000,eval,0.7200821
0.0017147075,0.13438912,0.22012435,0.30927286,0.30927286,216000,train,
0.0063123284,0.3185427,0.6341591,0.7232298,,216000,eval,0.7232298
0.0017205661,0.13410635,0.22013451,0.3091267,0.3091267,217000,train,
0.006518307,0.3182851,0.64420044,0.7331135,,217000,eval,0.7331135
0.0016976611,0.13253255,0.2174156,0.3062503,0.3062503,218000,train,
0.0065445513,0.31893432,0.64616185,0.73491746,,218000,eval,0.73491746
0.0017499531,0.13619457,0.22369222,0.3123721,0.3123721,219000,train,
0.006333732,0.31518507,0.63187164,0.7204743,,219000,eval,0.7204743
0.001700439,0.13281849,0.21784048,0.30636558,0.30636558,220000,train,
0.006476685,0.31264523,0.6364795,0.7249273,,220000,eval,0.7249273
0.0017142583,0.13326198,0.21897478,0.3073458,0.3073458,221000,train,
0.006448347,0.31526425,0.63768166,0.72597575,,221000,eval,0.72597575
0.0017439568,0.13514166,0.22233942,0.31055704,0.31055704,222000,train,
0.0059268163,0.31239057,0.6087314,0.69687355,,222000,eval,0.69687355
0.0017402276,0.13466579,0.2216771,0.30974337,0.30974337,223000,train,
0.006186445,0.32056963,0.62989175,0.71788234,,223000,eval,0.71788234
0.0017025382,0.13288009,0.2180071,0.30592287,0.30592287,224000,train,
0.006457532,0.30891502,0.6317916,0.71963257,,224000,eval,0.71963257
0.0017869069,0.13740489,0.22675015,0.3145168,0.3145168,225000,train,
0.0061124843,0.3091385,0.6147627,0.7024549,,225000,eval,0.7024549
0.0017042108,0.13206494,0.21727562,0.30489212,0.30489212,226000,train,
0.006223162,0.310204,0.6213621,0.7089042,,226000,eval,0.7089042
0.0016679454,0.1307284,0.21412578,0.30159345,0.30159345,227000,train,
0.0059951013,0.3096857,0.6094408,0.6968337,,227000,eval,0.6968337
0.0016802212,0.13145219,0.21546343,0.30278218,0.30278218,228000,train,
0.006138288,0.30807832,0.6149927,0.7022374,,228000,eval,0.7022374
0.0016674341,0.13074756,0.21411926,0.30129007,0.30129007,229000,train,
0.0063494877,0.30793113,0.6254055,0.7125025,,229000,eval,0.7125025
0.0017020375,0.13209826,0.21719995,0.30422366,0.30422366,230000,train,
0.006132365,0.31002885,0.6166472,0.7035976,,230000,eval,0.7035976
0.0016847948,0.13158077,0.21582045,0.30269787,0.30269787,231000,train,
0.006585152,0.31671762,0.64597523,0.73277926,,231000,eval,0.73277926
0.00164334,0.12905702,0.21122403,0.29795405,0.29795405,232000,train,
0.006295042,0.30784166,0.6225938,0.70925134,,232000,eval,0.70925134
0.0016607024,0.13122298,0.21425809,0.30084318,0.30084318,233000,train,
0.006294505,0.31101343,0.6257386,0.7122513,,233000,eval,0.7122513
0.0016538537,0.13010882,0.21280156,0.2992421,0.2992421,234000,train,
0.0063638175,0.3181873,0.63637817,0.7227475,,234000,eval,0.7227475
0.0016979594,0.13172595,0.21662386,0.30292147,0.30292147,235000,train,
0.006389111,0.31042925,0.6298848,0.7161105,,235000,eval,0.7161105
0.0016742698,0.13087468,0.21458818,0.3007425,0.3007425,236000,train,
0.0062355585,0.31071052,0.6224885,0.7085704,,236000,eval,0.7085704
0.0016749054,0.1306484,0.21439372,0.30040428,0.30040428,237000,train,
0.0063593425,0.3211671,0.6391343,0.7250739,,237000,eval,0.7250739
0.0016654363,0.12993994,0.21321169,0.2990803,0.2990803,238000,train,
0.005850384,0.30199713,0.59451634,0.68031347,,238000,eval,0.68031347
0.0016075313,0.12784073,0.20821734,0.29394585,0.29394585,239000,train,
0.0062549026,0.31473053,0.62747574,0.713136,,239000,eval,0.713136
0.0016290151,0.12789501,0.20934562,0.29493552,0.29493552,240000,train,
0.0063665276,0.31039247,0.62871885,0.7142392,,240000,eval,0.7142392
0.0016041409,0.1269387,0.20714577,0.29259577,0.29259577,241000,train,
0.0061767544,0.3081105,0.61694825,0.7023282,,241000,eval,0.7023282
0.0016143885,0.12769908,0.20841841,0.29372957,0.29372957,242000,train,
0.0059294463,0.3089253,0.6053976,0.6906389,,242000,eval,0.6906389
0.0016705916,0.13015833,0.21368778,0.29886153,0.29886153,243000,train,
0.00652547,0.31468403,0.64095753,0.7260644,,243000,eval,0.7260644
0.0015915163,0.12611784,0.2056936,0.29073253,0.29073253,244000,train,
0.0061883656,0.31395304,0.6233713,0.7083407,,244000,eval,0.7083407
0.0016123796,0.12760478,0.20822391,0.2931263,0.2931263,245000,train,
0.0068395925,0.32717636,0.66915596,0.75399,,245000,eval,0.75399
0.0016072533,0.12753882,0.20790124,0.29266834,0.29266834,246000,train,
0.0062634326,0.31633326,0.6295049,0.7142043,,246000,eval,0.7142043
0.0015687002,0.12478999,0.20322517,0.28785563,0.28785563,247000,train,
0.006649791,0.3748764,0.7073659,0.7919277,,247000,eval,0.7919277
0.0015468171,0.12331081,0.20065176,0.2851447,0.2851447,248000,train,
0.0063362536,0.33712852,0.6539412,0.7383657,,248000,eval,0.7383657
0.001634655,0.12803398,0.20976663,0.29412448,0.29412448,249000,train,
0.0060996935,0.3190459,0.6240306,0.7083212,,249000,eval,0.7083212
0.0015788283,0.12545393,0.20439528,0.2886192,0.2886192,250000,train,
0.006890115,0.31753176,0.6620376,0.7461951,,250000,eval,0.7461951
0.001617717,0.12776552,0.20865141,0.29274404,0.29274404,251000,train,
0.0059386967,0.30656406,0.60349894,0.68752605,,251000,eval,0.68752605
0.0016116775,0.12719849,0.20778242,0.29174417,0.29174417,252000,train,
0.006417016,0.3225502,0.64340097,0.72729677,,252000,eval,0.72729677
0.0015683342,0.12494903,0.20336579,0.28719714,0.28719714,253000,train,
0.0062176054,0.32148257,0.63236284,0.71612847,,253000,eval,0.71612847
0.0015539541,0.124529116,0.20222697,0.2859281,0.2859281,254000,train,
0.007208741,0.32592535,0.6863624,0.7699982,,254000,eval,0.7699982
0.0015775594,0.12590519,0.2047833,0.28835478,0.28835478,255000,train,
0.006301097,0.3081699,0.62322474,0.7067325,,255000,eval,0.7067325
0.0015278338,0.12243348,0.19882526,0.28226826,0.28226826,256000,train,
0.0060862056,0.30655676,0.6108671,0.69424564,,256000,eval,0.69424564
0.0015255837,0.12229408,0.19857319,0.28188738,0.28188738,257000,train,
0.0061882776,0.31992656,0.6293405,0.7125906,,257000,eval,0.7125906
0.0015376649,0.12323073,0.20011407,0.28330034,0.28330034,258000,train,
0.006725229,0.32150847,0.65776986,0.7408925,,258000,eval,0.7408925
0.001535547,0.12276656,0.19954392,0.28260338,0.28260338,259000,train,
0.006405706,0.33743292,0.6577183,0.740713,,259000,eval,0.740713
