,auc,binary_accuracy,loss,recall,val_auc,val_binary_accuracy,val_loss,val_recall
0,0.8731621503829956,0.7810227274894714,0.4356016218662262,0.7810227274894714,0.9584785103797913,0.8856933116912842,0.28540724515914917,0.8856933116912842
1,0.9625632762908936,0.899324893951416,0.23859591782093048,0.899324893951416,0.9646520614624023,0.9088774919509888,0.21744540333747864,0.9088774919509888
2,0.9776642322540283,0.9298992156982422,0.1756582111120224,0.9298992156982422,0.9844261407852173,0.9418928623199463,0.14924637973308563,0.9418928623199463
3,0.9831535816192627,0.9428953528404236,0.14687767624855042,0.9428953528404236,0.9829124808311462,0.9446808695793152,0.14018869400024414,0.9446808695793152
4,0.9856439232826233,0.9504777789115906,0.12816046178340912,0.9504777789115906,0.9838209748268127,0.9511371850967407,0.1280936449766159,0.9511371850967407
5,0.9868468046188354,0.9532661437988281,0.12081535160541534,0.9532661437988281,0.9794715046882629,0.9382244944572449,0.15316887199878693,0.9382244944572449
6,0.9886056780815125,0.958076536655426,0.1099262535572052,0.958076536655426,0.975533664226532,0.9231107831001282,0.17595615983009338,0.9231107831001282
7,0.9894801378250122,0.9616149663925171,0.10250481963157654,0.9616149663925171,0.987777054309845,0.9612619280815125,0.1032886654138565,0.9612619280815125
8,0.9902118444442749,0.9631966948509216,0.09663529694080353,0.9631966948509216,0.9831308126449585,0.9526045322418213,0.1257457435131073,0.9526045322418213
9,0.9910509586334229,0.966572105884552,0.090379498898983,0.966572105884552,0.9858872294425964,0.9656639695167542,0.09990830719470978,0.9656639695167542
10,0.9915262460708618,0.9672080278396606,0.08707534521818161,0.9672080278396606,0.9906941056251526,0.9690389037132263,0.08136772364377975,0.9690389037132263
11,0.9916669130325317,0.9690180420875549,0.08349138498306274,0.9690180420875549,0.9898138642311096,0.9722670316696167,0.08044274151325226,0.9722670316696167
12,0.9923999309539795,0.9709421992301941,0.07895989716053009,0.9709421992301941,0.9919233322143555,0.9727072715759277,0.07349996268749237,0.9727072715759277
13,0.9927417635917664,0.9714313745498657,0.07695380598306656,0.9714313745498657,0.9820212721824646,0.9534849524497986,0.12762941420078278,0.9534849524497986
14,0.9933868646621704,0.9728826284408569,0.07332005351781845,0.9728826284408569,0.985910952091217,0.9608216881752014,0.10501586645841599,0.9608216881752014
15,0.9933595657348633,0.9743990898132324,0.0712222158908844,0.9743990898132324,0.9940812587738037,0.9781364798545837,0.061121389269828796,0.9781364798545837
16,0.9937700629234314,0.9749372005462646,0.06823136657476425,0.9749372005462646,0.993181049823761,0.9791635870933533,0.06305719912052155,0.9791635870933533
17,0.9939122796058655,0.9758992791175842,0.0657990574836731,0.9758992791175842,0.9931038618087769,0.9746147990226746,0.06395679712295532,0.9746147990226746
18,0.9940711259841919,0.9771875143051147,0.063709557056427,0.9771875143051147,0.9944981932640076,0.979016900062561,0.05633760616183281,0.979016900062561
19,0.9945628046989441,0.977725625038147,0.06091269850730896,0.977725625038147,0.992803692817688,0.978870153427124,0.05971221625804901,0.978870153427124
20,0.9947278499603271,0.9789811968803406,0.05932437628507614,0.9789811968803406,0.9951696991920471,0.9812179207801819,0.05221245437860489,0.9812179207801819
21,0.994559109210968,0.9796334505081177,0.057774145156145096,0.9796334505081177,0.9943381547927856,0.97857666015625,0.057054951786994934,0.97857666015625
22,0.9950986504554749,0.9795029759407043,0.05546967312693596,0.9795029759407043,0.9934605360031128,0.9803375005722046,0.05853750556707382,0.9803375005722046
23,0.9948790073394775,0.980204164981842,0.05540260672569275,0.980204164981842,0.9916810989379883,0.9747615456581116,0.07143586128950119,0.9747615456581116
24,0.995018720626831,0.9813292622566223,0.05302954465150833,0.9813292622566223,0.9945076704025269,0.9776962399482727,0.05993947759270668,0.9776962399482727
25,0.9952906370162964,0.9816880226135254,0.05164269730448723,0.9816880226135254,0.9945995211601257,0.979016900062561,0.05625111609697342,0.979016900062561
