loss,compile_metrics,epoch,step,auc,binary_accuracy,lr,recall
0.69197678565979,0,0,0,0.658203125,0.625,0.0010201793629676104,0.53125
1.1919434070587158,0,0,100,0.6398885846138,0.6294863820075989,0.002029147930443287,0.5971534848213196
0.9363620281219482,0,0,200,0.6545079946517944,0.6316853165626526,0.003038116730749607,0.6166045069694519
0.8302629590034485,0,0,300,0.6827560067176819,0.6468023061752319,0.004047085531055927,0.6383928656578064
0.7440410256385803,0,0,400,0.7269182205200195,0.6735504865646362,0.0050560543313622475,0.667238175868988
0.6975829601287842,0,0,500,0.7463657259941101,0.6841317415237427,0.006002993322908878,0.6793288588523865
0.6740236282348633,0,0,600,0.7566113471984863,0.6903598308563232,0.006668047979474068,0.685784101486206
0.6820338368415833,0,0,700,0.7430364489555359,0.6828860640525818,0.007143326569348574,0.6780492067337036
0.6777600049972534,0,0,800,0.7364882230758667,0.6811797618865967,0.0074998922646045685,0.6782927513122559
0.674193263053894,0,0,900,0.7299472093582153,0.6787596940994263,0.007777264807373285,0.6762971878051758
0.6695613861083984,0,0,1000,0.7279177904129028,0.6789304614067078,0.007999165914952755,0.6768231987953186
0.665296196937561,0,0,1100,0.7261064648628235,0.6782470345497131,0.008180694654583931,0.6767711043357849
0.6610122323036194,0,0,1200,0.7259144186973572,0.677924633026123,0.008331931196153164,0.6769618988037109
0.6563442349433899,0,0,1300,0.7265554070472717,0.6775797605514526,0.008459847420454025,0.6765228509902954
0.6484124660491943,0,0,1400,0.7315599918365479,0.6796261668205261,0.008569429628551006,0.6787339448928833
0.6487696170806885,0,0,1500,0.7299438714981079,0.6787142157554626,0.008664336055517197,0.6777564883232117
0.6465423703193665,0,0,1600,0.7296354174613953,0.6782284379005432,0.008747310377657413,0.6774867177009583
0.6429988741874695,0,0,1700,0.7307707667350769,0.678314208984375,0.00882044155150652,0.6776711940765381
0.46575647592544556,0,1,1786,0.93603515625,0.875,0.009989270009100437,0.875
0.5441713333129883,0,1,1886,0.7942321300506592,0.7151918411254883,0.009988450445234776,0.7150371074676514
0.5380727052688599,0,1,1986,0.79713374376297,0.7111318111419678,0.00998759176582098,0.7112873196601868
0.5526044964790344,0,1,2086,0.7839905023574829,0.7006852030754089,0.009986692108213902,0.7009966969490051
0.5663523077964783,0,1,2186,0.7721860408782959,0.6955657601356506,0.009985753335058689,0.695916473865509
0.5646191239356995,0,1,2286,0.77371746301651,0.6966068148612976,0.009984772652387619,0.6967315077781677
0.5664489269256592,0,1,2386,0.7715251445770264,0.6935056447982788,0.009983756579458714,0.6936876177787781
0.5621745586395264,0,1,2486,0.7750850319862366,0.6965273022651672,0.00998269859701395,0.6965050101280212
0.5594332814216614,0,1,2586,0.7775243520736694,0.6993796825408936,0.009981599636375904,0.699438214302063
0.5677645206451416,0,1,2686,0.7692456841468811,0.6944887638092041,0.009980465285480022,0.6945754885673523
0.5701081156730652,0,1,2786,0.767285168170929,0.6938686370849609,0.009979289956390858,0.6939622759819031
0.5691466927528381,0,1,2886,0.7680602073669434,0.6943403482437134,0.00997807364910841,0.6945390701293945
0.5704237222671509,0,1,2986,0.767363429069519,0.6933414936065674,0.009976816363632679,0.693536639213562
0.5689249038696289,0,1,3086,0.7684267163276672,0.6933488845825195,0.009975519962608814,0.6934809684753418
0.5652494430541992,0,1,3186,0.7717748284339905,0.6957195997238159,0.00997418537735939,0.6958199739456177
0.5632140040397644,0,1,3286,0.773381233215332,0.6962337493896484,0.009972812607884407,0.69638991355896
0.5613476037979126,0,1,3386,0.7746238708496094,0.6965763568878174,0.00997139886021614,0.6967520117759705
0.5587531328201294,0,1,3486,0.7766855955123901,0.6975584030151367,0.009969944134354591,0.6977145671844482
0.4254128336906433,0,2,3572,0.92529296875,0.828125,0.009941752068698406,0.8125
0.5032147169113159,0,2,3672,0.8225868940353394,0.7260210514068604,0.009939872659742832,0.7249380946159363
0.5068141222000122,0,2,3772,0.8198294043540955,0.7228700518608093,0.00993795320391655,0.7220149040222168
0.5188747048377991,0,2,3872,0.8099417090415955,0.7162582874298096,0.009935997426509857,0.715531587600708
0.5179691314697266,0,2,3972,0.8102881908416748,0.7171134948730469,0.009934000670909882,0.7166458964347839
0.513275682926178,0,2,4072,0.8142696022987366,0.7210267186164856,0.009931964799761772,0.7206836342811584
0.517294704914093,0,2,4172,0.8109129071235657,0.7191399931907654,0.009929889813065529,0.7189579606056213
0.5195039510726929,0,2,4272,0.8085263967514038,0.7163873314857483,0.009927774779498577,0.7162535786628723
0.5192872285842896,0,2,4372,0.8091213703155518,0.7174625396728516,0.009925620630383492,0.7173064947128296
0.5181703567504883,0,2,4472,0.8098558187484741,0.7180042862892151,0.009923430159687996,0.7178482413291931
0.5167649984359741,0,2,4572,0.8110559582710266,0.7189841270446777,0.009921197779476643,0.7189685106277466
0.5176473259925842,0,2,4672,0.8102142214775085,0.7179126739501953,0.00991892535239458,0.7179552912712097
0.5213655829429626,0,2,4772,0.806884229183197,0.7143526077270508,0.00991661474108696,0.7144046425819397
0.5221816301345825,0,2,4872,0.8060100078582764,0.7135376930236816,0.009914266876876354,0.7135616540908813
0.5239852070808411,0,2,4972,0.8045995831489563,0.7124152183532715,0.009911877103149891,0.7125044465065002
0.526777446269989,0,2,5072,0.8027852773666382,0.7115256786346436,0.009909451007843018,0.7115880846977234
