loss,compile_metrics,epoch,step,auc_1,binary_accuracy,lr,recall_1
0.6833781599998474,0,0,0,0.6953125,0.65625,0.0010201793629676104,0.65625
0.5193910598754883,0,0,100,0.8298361897468567,0.7509282231330872,0.002029147930443287,0.7509282231330872
0.45561715960502625,0,0,200,0.8688054084777832,0.7821828126907349,0.003038116730749607,0.7821828126907349
0.44591987133026123,0,0,300,0.8729916214942932,0.7865448594093323,0.004047085531055927,0.7865448594093323
0.4329366087913513,0,0,400,0.8799053430557251,0.7936409115791321,0.0050560543313622475,0.7936409115791321
0.4229707717895508,0,0,500,0.8847779631614685,0.7990893125534058,0.006002993322908878,0.7990893125534058
0.4112546145915985,0,0,600,0.8917325139045715,0.8059484362602234,0.006668047979474068,0.8059484362602234
0.4043618142604828,0,0,700,0.8962560892105103,0.8107613921165466,0.007143326569348574,0.8107613921165466
0.4037431478500366,0,0,800,0.8978509902954102,0.8121098875999451,0.0074998922646045685,0.8121098875999451
0.3942222595214844,0,0,900,0.9025611877441406,0.8172863721847534,0.007777264807373285,0.8172863721847534
0.3849349617958069,0,0,1000,0.9071603417396545,0.8223963379859924,0.007999165914952755,0.8223963379859924
0.3796108365058899,0,0,1100,0.9095461368560791,0.8254427909851074,0.008180694654583931,0.8254427909851074
0.37222689390182495,0,0,1200,0.9129347205162048,0.8297252058982849,0.008331931196153164,0.8297252058982849
0.3642963171005249,0,0,1300,0.9165307879447937,0.8336856365203857,0.008459847420454025,0.8336856365203857
0.3562605381011963,0,0,1400,0.9201924204826355,0.8381736278533936,0.008569429628551006,0.8381736278533936
0.3496430516242981,0,0,1500,0.9230283498764038,0.8416680693626404,0.008664336055517197,0.8416680693626404
0.3442537486553192,0,0,1600,0.9252558350563049,0.8443355560302734,0.008747310377657413,0.8443355560302734
0.3382430076599121,0,0,1700,0.927720844745636,0.8473140597343445,0.00882044155150652,0.8473140597343445
0.3158973455429077,0,1,1786,0.923828125,0.8125,0.009989270009100437,0.8125
0.23980125784873962,0,1,1886,0.9601472020149231,0.9003713130950928,0.009988450445234776,0.9003713130950928
0.23754994571208954,0,1,1986,0.9614522457122803,0.9003420472145081,0.00998759176582098,0.9003420472145081
0.23991990089416504,0,1,2086,0.9612479209899902,0.9001246094703674,0.009986692108213902,0.9001246094703674
0.23727893829345703,0,1,2186,0.9620553851127625,0.9010286927223206,0.009985753335058689,0.9010286927223206
0.23580113053321838,0,1,2286,0.962249219417572,0.902694582939148,0.009984772652387619,0.902694582939148
0.23252934217453003,0,1,2386,0.9632066488265991,0.904534101486206,0.009983756579458714,0.904534101486206
0.23389124870300293,0,1,2486,0.962981641292572,0.9034860730171204,0.00998269859701395,0.9034860730171204
0.23486027121543884,0,1,2586,0.9627949595451355,0.9028167724609375,0.009981599636375904,0.9028167724609375
0.23301462829113007,0,1,2686,0.9633152484893799,0.9037874341011047,0.009980465285480022,0.9037874341011047
0.23267081379890442,0,1,2786,0.9634137749671936,0.9035339951515198,0.009979289956390858,0.9035339951515198
0.23427271842956543,0,1,2886,0.9629493355751038,0.9021627902984619,0.00997807364910841,0.9021627902984619
0.2350778728723526,0,1,2986,0.9628376960754395,0.9015924334526062,0.009976816363632679,0.9015924334526062
0.23538269102573395,0,1,3086,0.9627208113670349,0.9013739228248596,0.009975519962608814,0.9013739228248596
0.2331950068473816,0,1,3186,0.963408887386322,0.9024357795715332,0.00997418537735939,0.9024357795715332
0.23261083662509918,0,1,3286,0.9636150002479553,0.9028356075286865,0.009972812607884407,0.9028356075286865
0.23121517896652222,0,1,3386,0.9639873504638672,0.9035563468933105,0.00997139886021614,0.9035563468933105
