loss,compile_metrics,epoch,step,auc,binary_accuracy,lr,recall
0.6226197481155396,0,3,5358,0.681640625,0.6875,0.009856623597443104,0.6875
0.6360712051391602,0,3,5458,0.6699051260948181,0.6680074334144592,0.009853698313236237,0.6680074334144592
0.6362994909286499,0,3,5558,0.6685306429862976,0.6675994992256165,0.009850742295384407,0.6675994992256165
0.6337956786155701,0,3,5658,0.6726329326629639,0.6710963249206543,0.009847738780081272,0.6710963249206543
0.6335048675537109,0,3,5758,0.6713228225708008,0.6717581152915955,0.009844698943197727,0.6717581152915955
0.6333850026130676,0,3,5858,0.6699524521827698,0.6719685792922974,0.009841620922088623,0.6719685792922974
0.6289243102073669,0,3,5958,0.6795888543128967,0.6776206493377686,0.009838503785431385,0.6776206493377686
0.6297265291213989,0,3,6058,0.6780950427055359,0.6766672730445862,0.009835349395871162,0.6766672730445862
0.6295980215072632,0,3,6158,0.6774375438690186,0.6768492460250854,0.009832154959440231,0.6768492460250854
0.6302540302276611,0,3,6258,0.6758093237876892,0.6759503483772278,0.009828922338783741,0.6759503483772278
0.6305139660835266,0,3,6358,0.6749243140220642,0.6756056547164917,0.009825652465224266,0.6756056547164917
0.6307337284088135,0,3,6458,0.674528181552887,0.6753235459327698,0.009822343476116657,0.6753235459327698
0.6303824782371521,0,3,6558,0.6751824021339417,0.6757910251617432,0.009818998165428638,0.6757910251617432
0.630416750907898,0,3,6658,0.675173819065094,0.6757302284240723,0.009815612807869911,0.6757302284240723
0.630386233329773,0,3,6758,0.6748604774475098,0.6757673025131226,0.009812189266085625,0.6757673025131226
0.629230797290802,0,3,6858,0.6771901845932007,0.6772776246070862,0.009808728471398354,0.6772776246070862
0.629118800163269,0,3,6958,0.677135705947876,0.6774476766586304,0.009805230423808098,0.6774476766586304
0.6286407113075256,0,3,7058,0.6778314113616943,0.67807537317276,0.009801694191992283,0.67807537317276
0.5724954605102539,0,4,7144,0.75,0.75,0.009734532795846462,0.75
0.6349606513977051,0,4,7244,0.6722851991653442,0.6692450642585754,0.009730586782097816,0.6692450642585754
0.636267364025116,0,4,7344,0.66941899061203,0.6672885417938232,0.009726601652801037,0.6672885417938232
0.6333305835723877,0,4,7444,0.6745941042900085,0.6713039875030518,0.009722581133246422,0.6713039875030518
0.632571816444397,0,4,7544,0.6744261980056763,0.6724594831466675,0.009718522429466248,0.6724594831466675
0.6332754492759705,0,4,7644,0.6718747019767761,0.6716566681861877,0.009714427404105663,0.6716566681861877
0.6288542747497559,0,4,7744,0.6812667846679688,0.6772566437721252,0.009710293263196945,0.6772566437721252
0.6293211579322815,0,4,7844,0.680396556854248,0.6767564415931702,0.009706121869385242,0.6767564415931702
0.6291121244430542,0,4,7944,0.6799685955047607,0.6770833134651184,0.009701913222670555,0.6770833134651184
0.629620373249054,0,4,8044,0.6789113283157349,0.6764011979103088,0.009697666391730309,0.6764011979103088
0.630155086517334,0,4,8144,0.677601158618927,0.6756992936134338,0.009693382307887077,0.6756992936134338
0.6306262016296387,0,4,8244,0.6768678426742554,0.6750681400299072,0.00968906283378601,0.6750681400299072
0.630135178565979,0,4,8344,0.6776643395423889,0.6757389903068542,0.00968470424413681,0.6757389903068542
0.6302087903022766,0,4,8444,0.6776756644248962,0.6756341457366943,0.009680310264229774,0.6756341457366943
0.63007652759552,0,4,8544,0.6774736046791077,0.6758565306663513,0.009675879962742329,0.6758565306663513
0.628919243812561,0,4,8644,0.6797600984573364,0.6773609519004822,0.009671411477029324,0.6773609519004822
0.6288267374038696,0,4,8744,0.6795015931129456,0.6775257587432861,0.009666906669735909,0.6775257587432861
0.6283128261566162,0,4,8844,0.6802834868431091,0.6782039999961853,0.00966236088424921,0.6782039999961853
0.49776455760002136,0,5,8930,0.84375,0.84375,0.009576410055160522,0.84375
0.6369080543518066,0,5,9030,0.6701490879058838,0.666769802570343,0.009571468457579613,0.666769802570343
0.6356297731399536,0,5,9130,0.6696819067001343,0.6683768630027771,0.009566495195031166,0.6683768630027771
0.6337758302688599,0,5,9230,0.6722425818443298,0.6708887219429016,0.009561482816934586,0.6708887219429016
0.63279789686203,0,5,9330,0.6732927560806274,0.6722257137298584,0.009556437842547894,0.6722257137298584
0.6328783631324768,0,5,9430,0.6724624633789062,0.6721556782722473,0.009551352821290493,0.6721556782722473
0.6287654042243958,0,5,9530,0.6808565258979797,0.6774126291275024,0.009546233341097832,0.6774126291275024
0.6294008493423462,0,5,9630,0.6795700192451477,0.6767118573188782,0.009541076608002186,0.6767118573188782
0.6292750239372253,0,5,9730,0.6789771914482117,0.6769272685050964,0.009535884484648705,0.6769272685050964
0.6296218633651733,0,5,9830,0.6782992482185364,0.6764705777168274,0.009530656971037388,0.6764705777168274
0.6302717924118042,0,5,9930,0.6770893931388855,0.6756056547164917,0.009525394067168236,0.6756056547164917
0.6305408477783203,0,5,10030,0.6767477989196777,0.6752384305000305,0.009520093910396099,0.6752384305000305
0.6300788521766663,0,5,10130,0.6772370338439941,0.6758690476417542,0.009514760226011276,0.6758690476417542
0.6302691698074341,0,5,10230,0.6769150495529175,0.6756101250648499,0.009509388357400894,0.6756101250648499
0.6300224661827087,0,5,10330,0.6768166422843933,0.6759680509567261,0.009503981098532677,0.6759680509567261
0.6290023922920227,0,5,10430,0.6787904500961304,0.6773192882537842,0.009498539380729198,0.6773192882537842
0.6289331912994385,0,5,10530,0.6786798238754272,0.6774281859397888,0.00949306134134531,0.6774281859397888
0.6284857988357544,0,5,10630,0.6793490052223206,0.6780202984809875,0.009487547911703587,0.6780202984809875
