loss,compile_metrics,epoch,step,auc_4,binary_accuracy,lr,recall_4
0.7310491800308228,0,0,0,0.7275390625,0.625,0.0010201793629676104,0.625
1.080918550491333,0,0,100,0.6564422845840454,0.6284034848213196,0.002029147930443287,0.6284034848213196
0.8456174731254578,0,0,200,0.6930080652236938,0.659981369972229,0.003038116730749607,0.659981369972229
0.7747895121574402,0,0,300,0.6925877928733826,0.6653861999511719,0.004047085531055927,0.6653861999511719
0.7395269870758057,0,0,400,0.691044807434082,0.6690305471420288,0.0050560543313622475,0.6690305471420288
0.7174754738807678,0,0,500,0.6908794641494751,0.6716566681861877,0.006002993322908878,0.6716566681861877
0.7035277485847473,0,0,600,0.6882603168487549,0.6720049977302551,0.006668047979474068,0.6720049977302551
0.6927688121795654,0,0,700,0.6874604821205139,0.6732792258262634,0.007143326569348574,0.6732792258262634
0.6861051321029663,0,0,800,0.6850558519363403,0.6727138161659241,0.0074998922646045685,0.6727138161659241
0.6806343793869019,0,0,900,0.6832444667816162,0.6723085641860962,0.007777264807373285,0.6723085641860962
0.675037145614624,0,0,1000,0.6833663582801819,0.673701286315918,0.007999165914952755,0.673701286315918
0.6710214614868164,0,0,1100,0.6827970743179321,0.6739044189453125,0.008180694654583931,0.6739044189453125
0.6674710512161255,0,0,1200,0.6826092004776001,0.6746981739997864,0.008331931196153164,0.6746981739997864
0.6641930341720581,0,0,1300,0.6826432943344116,0.6756101250648499,0.008459847420454025,0.6756101250648499
0.6617200374603271,0,0,1400,0.682144284248352,0.6758788228034973,0.008569429628551006,0.6758788228034973
0.6599507331848145,0,0,1500,0.6814832091331482,0.6756120920181274,0.008664336055517197,0.6756120920181274
0.6580763459205627,0,0,1600,0.6810727119445801,0.6757299900054932,0.008747310377657413,0.6757299900054932
0.6564071178436279,0,0,1700,0.6809340119361877,0.6759810447692871,0.00882044155150652,0.6759810447692871
0.7139614820480347,0,1,1786,0.53125,0.53125,0.009989270009100437,0.53125
0.6366841793060303,0,1,1886,0.6622512340545654,0.6686262488365173,0.009988450445234776,0.6686262488365173
0.627113401889801,0,1,1986,0.6819822788238525,0.6809701323509216,0.00998759176582098,0.6809701323509216
0.6262394785881042,0,1,2086,0.6819512248039246,0.6823089718818665,0.009986692108213902,0.6823089718818665
0.6267901659011841,0,1,2186,0.6797200441360474,0.6815773248672485,0.009985753335058689,0.6815773248672485
