loss,compile_metrics,epoch,step,auc_3,binary_accuracy,lr,recall_3
0.66811603307724,0,0,0,0.59033203125,0.46875,0.0010201793629676104,0.46875
0.5064479112625122,0,0,100,0.8394551873207092,0.7599009871482849,0.002029147930443287,0.7599009871482849
0.45271503925323486,0,0,200,0.8718903660774231,0.790889322757721,0.003038116730749607,0.790889322757721
0.44519564509391785,0,0,300,0.8760273456573486,0.792981743812561,0.004047085531055927,0.792981743812561
0.5058389902114868,0,0,400,0.8695626854896545,0.7862375378608704,0.0050560543313622475,0.7862375378608704
0.4863508939743042,0,0,500,0.8749407529830933,0.7902320623397827,0.006002993322908878,0.7902320623397827
0.4592819809913635,0,0,600,0.8861473202705383,0.8015807271003723,0.006668047979474068,0.8015807271003723
0.43962422013282776,0,0,700,0.8939874172210693,0.8092457056045532,0.007143326569348574,0.8092457056045532
0.42670953273773193,0,0,800,0.8987480401992798,0.8139435052871704,0.0074998922646045685,0.8139435052871704
0.41204604506492615,0,0,900,0.9045780897140503,0.8203384876251221,0.007777264807373285,0.8203384876251221
0.3999679982662201,0,0,1000,0.9091718792915344,0.8251748085021973,0.007999165914952755,0.8251748085021973
0.38983139395713806,0,0,1100,0.9128780961036682,0.8298137784004211,0.008180694654583931,0.8298137784004211
0.38115862011909485,0,0,1200,0.916290283203125,0.8344348669052124,0.008331931196153164,0.8344348669052124
0.37255048751831055,0,0,1300,0.919409990310669,0.8382734656333923,0.008459847420454025,0.8382734656333923
0.36454522609710693,0,0,1400,0.9224488139152527,0.8418986201286316,0.008569429628551006,0.8418986201286316
0.35710060596466064,0,0,1500,0.9251053929328918,0.8451240658760071,0.008664336055517197,0.8451240658760071
0.35045403242111206,0,0,1600,0.9275861978530884,0.8484736084938049,0.008747310377657413,0.8484736084938049
0.3447412848472595,0,0,1700,0.9297344088554382,0.8514109253883362,0.00882044155150652,0.8514109253883362
0.14540892839431763,0,1,1786,0.9921875,0.9375,0.009989270009100437,0.9375
0.23903775215148926,0,1,1886,0.959699809551239,0.906559407711029,0.009988450445234776,0.906559407711029
0.24801331758499146,0,1,1986,0.9577686786651611,0.8981654047966003,0.00998759176582098,0.8981654047966003
0.26356086134910583,0,1,2086,0.9531898498535156,0.8882890343666077,0.009986692108213902,0.8882890343666077
0.2571187913417816,0,1,2186,0.9552175402641296,0.8921446204185486,0.009985753335058689,0.8921446204185486
0.253745436668396,0,1,2286,0.9564912915229797,0.8940244317054749,0.009984772652387619,0.8940244317054749
0.2528657913208008,0,1,2386,0.9568113088607788,0.8947587609291077,0.009983756579458714,0.8947587609291077
0.25208938121795654,0,1,2486,0.9570432901382446,0.894882321357727,0.00998269859701395,0.894882321357727
0.25023481249809265,0,1,2586,0.9577348232269287,0.8961064219474792,0.009981599636375904,0.8961064219474792
0.24838943779468536,0,1,2686,0.9582061767578125,0.8976484537124634,0.009980465285480022,0.8976484537124634
