,auc,binary_accuracy,loss,recall,val_auc,val_binary_accuracy,val_loss,val_recall
0,0.9300822615623474,0.8444052934646606,0.32924389839172363,0.8444052934646606,0.782224714756012,0.6730741262435913,0.6477832198143005,0.6730741262435913
1,0.9708488583564758,0.9140984416007996,0.2068605124950409,0.9140984416007996,0.9803448915481567,0.9279530644416809,0.183253675699234,0.9279530644416809
2,0.9792172908782959,0.9324104189872742,0.16817399859428406,0.9324104189872742,0.9666192531585693,0.9163609743118286,0.21996866166591644,0.9163609743118286
3,0.9828931093215942,0.9407918453216553,0.1489863246679306,0.9407918453216553,0.9691838622093201,0.909611165523529,0.20593774318695068,0.909611165523529
4,0.9854294657707214,0.9479013681411743,0.1325124353170395,0.9479013681411743,0.9701347947120667,0.9168011546134949,0.20630992949008942,0.9168011546134949
5,0.987089216709137,0.9520431756973267,0.12144231796264648,0.9520431756973267,0.9741925597190857,0.9298605918884277,0.18098871409893036,0.9298605918884277
6,0.9887286424636841,0.9571144580841064,0.1105504259467125,0.9571144580841064,0.9737638831138611,0.9223771095275879,0.19204092025756836,0.9223771095275879
7,0.9890716671943665,0.9590874910354614,0.1056288480758667,0.9590874910354614,0.9844101071357727,0.9461482167243958,0.1344824880361557,0.9461482167243958
8,0.9902458786964417,0.9630173444747925,0.0969851166009903,0.9630173444747925,0.9883159399032593,0.9589141607284546,0.1036146953701973,0.9589141607284546
9,0.991089403629303,0.9644848704338074,0.09210081398487091,0.9644848704338074,0.9841101169586182,0.9540718793869019,0.12656523287296295,0.9540718793869019
10,0.9916307926177979,0.9671264886856079,0.08626238256692886,0.9671264886856079,0.9913174510002136,0.9644901156425476,0.09173474460840225,0.9644901156425476
11,0.9922266602516174,0.9684309959411621,0.08337531238794327,0.9684309959411621,0.9817879796028137,0.9490829110145569,0.1366816908121109,0.9490829110145569
12,0.9928503632545471,0.9703388214111328,0.07757426798343658,0.9703388214111328,0.9660319089889526,0.9244313836097717,0.2243276834487915,0.9244313836097717
13,0.9930528402328491,0.9713987708091736,0.07513299584388733,0.9713987708091736,0.9924870729446411,0.968305230140686,0.08765945583581924,0.968305230140686
14,0.9932898283004761,0.9727032780647278,0.07149548828601837,0.9727032780647278,0.9849977493286133,0.9583272337913513,0.11610239744186401,0.9583272337913513
15,0.9931468367576599,0.9736490249633789,0.07187878340482712,0.9736490249633789,0.9878655672073364,0.9592076539993286,0.11545496433973312,0.9592076539993286
16,0.9936743974685669,0.9743990898132324,0.06813410669565201,0.9743990898132324,0.992978036403656,0.973147451877594,0.07726781815290451,0.973147451877594
17,0.9938146471977234,0.9760786890983582,0.0656018853187561,0.9760786890983582,0.9912611246109009,0.9672780632972717,0.08490153402090073,0.9672780632972717
18,0.9943671226501465,0.9762580394744873,0.06335117667913437,0.9762580394744873,0.986391544342041,0.9615554213523865,0.10848815739154816,0.9615554213523865
19,0.994513750076294,0.9767309427261353,0.06173195317387581,0.9767309427261353,0.9909884333610535,0.9709464311599731,0.08171476423740387,0.9709464311599731
20,0.9948410391807556,0.9772363901138306,0.0595652274787426,0.9772363901138306,0.9923282265663147,0.9703595042228699,0.07583877444267273,0.9703595042228699
21,0.9950575828552246,0.9784267544746399,0.05699790641665459,0.9784267544746399,0.9909397959709167,0.9662508964538574,0.09105223417282104,0.9662508964538574
22,0.9950053691864014,0.9786224365234375,0.05689423531293869,0.9786224365234375,0.9941695928573608,0.9712399244308472,0.07272478938102722,0.9712399244308472
23,0.9948942065238953,0.9794051647186279,0.05557699874043465,0.9794051647186279,0.9917923808097839,0.9712399244308472,0.07927049696445465,0.9712399244308472
24,0.9952845573425293,0.9796823263168335,0.0538167729973793,0.9796823263168335,0.9901794791221619,0.967718243598938,0.0889333188533783,0.967718243598938
25,0.9955518841743469,0.9812966585159302,0.0517122745513916,0.9812966585159302,0.9888663291931152,0.9639031291007996,0.10172820091247559,0.9639031291007996
26,0.9959920048713684,0.9811988472938538,0.050032611936330795,0.9811988472938538,0.9914113879203796,0.9707996845245361,0.07630576938390732,0.9707996845245361
27,0.9956867098808289,0.9820956587791443,0.05053381621837616,0.9820956587791443,0.9943596124649048,0.9794570803642273,0.05845838785171509,0.9794570803642273
28,0.995856523513794,0.9811988472938538,0.0503886342048645,0.9811988472938538,0.9930171370506287,0.9779897332191467,0.06456317752599716,0.9779897332191467
29,0.9957596659660339,0.9817206263542175,0.04866897687315941,0.9817206263542175,0.9929239153862,0.9766691327095032,0.06849858909845352,0.9766691327095032
30,0.9962274432182312,0.9825359582901001,0.04605367034673691,0.9825359582901001,0.9738645553588867,0.9429200291633606,0.1684933602809906,0.9429200291633606
31,0.9961093664169312,0.9824870228767395,0.046602167189121246,0.9824870228767395,0.995148777961731,0.9794570803642273,0.0555139034986496,0.9794570803642273
32,0.9962922930717468,0.9830577373504639,0.04501550644636154,0.9830577373504639,0.9935557842254639,0.9793103337287903,0.060608480125665665,0.9793103337287903
33,0.996211588382721,0.9832044839859009,0.04525047540664673,0.9832044839859009,0.9929102659225464,0.9762288928031921,0.05800042673945427,0.9762288928031921
34,0.9961196184158325,0.983922004699707,0.04389483854174614,0.983922004699707,0.9951258301734924,0.978870153427124,0.059857409447431564,0.978870153427124
35,0.9965901374816895,0.9841828942298889,0.04235171899199486,0.9841828942298889,0.9952253699302673,0.9820983409881592,0.050491251051425934,0.9820983409881592
