frcnn_box,frcnn_cls,mask,model,rpn_box,rpn_score,total,training,step,mode
0.41036788,0.10486981,0.4692208,1.1237307,0.08423156,0.05504106,1.4550819,1.4550819,1000,train
0.32830504,0.09781499,0.3925715,0.90405476,0.06937173,0.015990937,1.2135589,1.2135589,2000,train
0.28038552,0.093979396,0.3609663,0.81316245,0.065908544,0.011922738,1.1013894,1.1013894,3000,train
0.25963894,0.09176064,0.33568424,0.76076984,0.06297782,0.010708315,1.0292413,1.0292413,4000,train
0.24641888,0.08919724,0.30890673,0.7120285,0.05749035,0.01001555,0.96273315,0.96273315,5000,train
0.2375919,0.086299635,0.2954095,0.68712103,0.058395304,0.009424422,0.92193305,0.92193305,6000,train
0.2254525,0.08312211,0.27405995,0.6471607,0.055634227,0.008891647,0.86766624,0.86766624,7000,train
0.22094965,0.08075372,0.2556541,0.6220252,0.05623714,0.008430842,0.82983005,0.82983005,8000,train
0.21471995,0.07907298,0.25456005,0.6096443,0.05319746,0.008093118,0.80550754,0.80550754,9000,train
0.2093522,0.07661209,0.24794464,0.5960874,0.054247487,0.007931007,0.78164834,0.78164834,10000,train
0.2096785,0.07770149,0.23154743,0.5794682,0.052451767,0.008088548,0.75552315,0.75552315,11000,train
0.20311773,0.07561156,0.20956162,0.54824024,0.052320186,0.007628991,0.71587384,0.71587384,12000,train
0.2002931,0.0741599,0.19318955,0.5251102,0.049985573,0.0074821496,0.6846923,0.6846923,13000,train
0.19747947,0.07465262,0.1809222,0.51174724,0.051079094,0.007613533,0.6641243,0.6641243,14000,train
0.19931857,0.07494253,0.17795883,0.5124664,0.052632544,0.007614376,0.65896446,0.65896446,15000,train
0.17855819,0.06966349,0.14241178,0.44405907,0.046784945,0.0066406634,0.5869524,0.5869524,16000,train
0.17057572,0.06710213,0.13321394,0.42140684,0.04417589,0.0063386685,0.563021,0.563021,17000,train
0.17557491,0.069398984,0.13442734,0.43203688,0.045905456,0.00672996,0.5723773,0.5723773,18000,train
0.1700547,0.06684195,0.12863092,0.41623285,0.044385485,0.0063200505,0.55532724,0.55532724,19000,train
0.1668223,0.06629815,0.12778988,0.4114588,0.044227984,0.006320627,0.54931986,0.54931986,20000,train
0.1667866,0.06542873,0.1276823,0.409678,0.043722443,0.006058178,0.54683506,0.54683506,21000,train
0.16456924,0.065172814,0.12416873,0.40334982,0.043347165,0.006091763,0.54038036,0.54038036,22000,train
0.16567007,0.06586959,0.12434631,0.40570435,0.043657117,0.006161236,0.5426073,0.5426073,23000,train
0.16449589,0.06444452,0.12567449,0.40574247,0.045126267,0.006001747,0.5425182,0.5425182,24000,train
0.16513413,0.065766945,0.12356787,0.40302107,0.042409427,0.0061428463,0.5396668,0.5396668,25000,train
0.16588873,0.06524221,0.122790344,0.40274575,0.04274041,0.006084377,0.5392641,0.5392641,26000,train
0.16360529,0.06496548,0.12272731,0.40087655,0.043354843,0.0062235184,0.53726673,0.53726673,27000,train
0.16431282,0.06486886,0.122404,0.39996558,0.042295054,0.006084879,0.5362269,0.5362269,28000,train
0.16431078,0.064654365,0.1261305,0.4050755,0.04374768,0.0062324945,0.5412078,0.5412078,29000,train
0.16434152,0.06472415,0.12052189,0.3993725,0.04371973,0.006065185,0.53537714,0.53537714,30000,train
0.16506904,0.066177174,0.120515496,0.40071982,0.042745218,0.006212952,0.53659636,0.53659636,31000,train
0.16493449,0.06473423,0.12252147,0.39962733,0.0415589,0.005878485,0.53537714,0.53537714,32000,train
0.16308072,0.06463011,0.123158425,0.40209067,0.044975072,0.0062461845,0.53771204,0.53771204,33000,train
0.16605029,0.06629837,0.12291809,0.40474096,0.043244757,0.006229494,0.540234,0.540234,34000,train
0.16391493,0.06403833,0.12190083,0.39653826,0.040723193,0.005961409,0.531904,0.531904,35000,train
0.16553578,0.06508958,0.12096786,0.40010974,0.042404838,0.006111685,0.5353476,0.5353476,36000,train
0.16418512,0.065089986,0.12118795,0.40082148,0.044253297,0.0061048497,0.53593236,0.53593236,37000,train
0.16489553,0.06440203,0.12289674,0.40185422,0.04352088,0.0061389916,0.5368392,0.5368392,38000,train
0.16160475,0.06414079,0.119619064,0.39377114,0.04255388,0.0058525046,0.5286287,0.5286287,39000,train
0.16285187,0.06468506,0.12058959,0.39528903,0.041161064,0.0060015256,0.53001916,0.53001916,40000,train
