frcnn_box,frcnn_cls,mask,model,rpn_box,rpn_score,total,training,step,mode,"steps_per_second': 17.353920486831598, 'validation","steps_per_second': 26.431542130567475, 'validation","steps_per_second': 26.377001046672536, 'validation"
0.21858767,0.0814284,0.21704921,0.58310026,0.057490475,0.008544425,0.7824076,0.7824076,9100,train,,,
,,,,,,,,9100,eval,0.0,,
0.2156925,0.080302276,0.2002745,0.55678546,0.052410606,0.008105849,0.7458879,0.7458879,10100,train,,,
,,,,,,,,10100,eval,,0.0,
0.20891319,0.078663364,0.17832926,0.52514225,0.051439166,0.0077969455,0.7044925,0.7044925,11100,train,,,
,,,,,,,,11100,eval,,,0.0
